sub,intervention,valence,arousal,willingness,change,stay_home,mean_behavior,bfi_extraversion,bfi_neuroticism
940,prosocial,144,30,100,20,100,100,3.6666666666666665,1.5
941,threat,-195,0,100,0,91,60.2,3.1666666666666665,3.8333333333333335
941,prosocial,239,-1,100,0,91,60.2,3.1666666666666665,3.8333333333333335
942,threat,-216,217,100,0,91,98.2,2.3333333333333335,3.8333333333333335
942,prosocial,211,64,100,0,91,98.2,2.3333333333333335,3.8333333333333335
943,threat,-65,100,100,0,12,59,2.5,2.6666666666666665
943,prosocial,111,67,90,0,12,59,2.5,2.6666666666666665
944,threat,-211,50,18,2,69,84.2,2.1666666666666665,2.3333333333333335
944,prosocial,-20,35,31,4,69,84.2,2.1666666666666665,2.3333333333333335
945,threat,124,0,100,0,83,84,3.6666666666666665,2.1666666666666665
945,prosocial,235,-1,100,0,83,84,3.6666666666666665,2.1666666666666665
946,threat,-78,132,100,1,96,92.8,2.8333333333333335,2
946,prosocial,139,-22,100,0,96,92.8,2.8333333333333335,2
947,threat,-247,246,90,0,91,88.4,3.8333333333333335,1.3333333333333333
947,prosocial,3,1,98,0,91,88.4,3.8333333333333335,1.3333333333333333
948,threat,-225,212,100,0,92,98.4,3.1666666666666665,3.1666666666666665
948,prosocial,154,-73,100,0,92,98.4,3.1666666666666665,3.1666666666666665
949,threat,-134,148,71,70,69,73.6,3.5,3.6666666666666665
949,prosocial,-69,-55,53,62,69,73.6,3.5,3.6666666666666665
950,threat,19,86,100,100,100,98.2,2.1666666666666665,1.8333333333333333
950,prosocial,145,234,100,31,100,98.2,2.1666666666666665,1.8333333333333333
951,threat,-64,29,80,5,72,80.4,2.8333333333333335,2.5
951,prosocial,159,83,70,3,72,80.4,2.8333333333333335,2.5
952,threat,-94,102,95,100,97,99.4,3.5,2.1666666666666665
952,prosocial,199,65,99,100,97,99.4,3.5,2.1666666666666665
953,threat,-145,121,91,2,93,76,2.3333333333333335,3.1666666666666665
953,prosocial,136,116,91,1,93,76,2.3333333333333335,3.1666666666666665
954,threat,176,180,100,98,100,100,3.3333333333333335,3.6666666666666665
954,prosocial,224,203,100,0,100,100,3.3333333333333335,3.6666666666666665
955,threat,-225,144,100,98,83,95.2,3.3333333333333335,1.8333333333333333
955,prosocial,-147,115,100,100,83,95.2,3.3333333333333335,1.8333333333333333
956,threat,-110,123,90,0,70,86,3.3333333333333335,3.6666666666666665
956,prosocial,74,112,80,0,70,86,3.3333333333333335,3.6666666666666665
957,threat,0,235,100,0,81,95.4,3.1666666666666665,2.5
957,prosocial,124,8,100,0,81,95.4,3.1666666666666665,2.5
958,threat,212,50,100,1,57,87.6,4,2.3333333333333335
958,prosocial,226,234,100,0,57,87.6,4,2.3333333333333335
959,threat,-237,239,99,1,92,96.8,3.8333333333333335,2.3333333333333335
959,prosocial,198,190,98,2,92,96.8,3.8333333333333335,2.3333333333333335
960,threat,-116,76,100,0,90,95,1,1.8333333333333333
960,prosocial,122,6,99,0,90,95,1,1.8333333333333333
961,threat,-191,181,90,90,90,93.2,4.333333333333333,1.5
961,prosocial,109,172,90,90,90,93.2,4.333333333333333,1.5
962,threat,7,88,100,0,98,75,2.3333333333333335,2.6666666666666665
962,prosocial,6,159,100,0,98,75,2.3333333333333335,2.6666666666666665
963,threat,-132,-192,100,1,100,78,3.3333333333333335,2.1666666666666665
963,prosocial,-6,63,100,4,100,78,3.3333333333333335,2.1666666666666665
964,threat,-221,-1,100,100,100,100,4.333333333333333,1
964,prosocial,216,0,100,100,100,100,4.333333333333333,1
965,threat,-173,207,100,0,100,100,3.8333333333333335,1.5
965,prosocial,202,55,100,2,100,100,3.8333333333333335,1.5
966,threat,-232,233,98,94,92,87,2,1.6666666666666667
966,prosocial,137,-38,98,95,92,87,2,1.6666666666666667
967,threat,-245,243,100,0,100,100,4.333333333333333,3
967,prosocial,204,15,100,0,100,100,4.333333333333333,3
968,threat,-132,181,100,0,100,84.6,3.8333333333333335,1.6666666666666667
968,prosocial,199,104,100,0,100,84.6,3.8333333333333335,1.6666666666666667
969,threat,0,-5,100,0,90,98,1.8333333333333333,3
969,prosocial,8,0,100,0,90,98,1.8333333333333333,3
970,threat,-238,137,85,40,90,77.6,2,2.8333333333333335
970,prosocial,204,46,83,32,90,77.6,2,2.8333333333333335
971,threat,-129,244,90,47,74,72.8,1.5,4.333333333333333
971,prosocial,76,52,100,30,74,72.8,1.5,4.333333333333333
972,threat,-245,232,100,9,94,91,1,5
972,prosocial,241,242,100,51,94,91,1,5
973,threat,-221,229,100,0,80,89,2,2.5
973,prosocial,227,239,100,59,80,89,2,2.5
974,threat,-154,117,100,10,80,89.4,1.1666666666666667,2.6666666666666665
974,prosocial,127,162,100,60,80,89.4,1.1666666666666667,2.6666666666666665
975,threat,-227,218,100,0,100,86,1.5,4.166666666666667
975,prosocial,243,-1,100,0,100,86,1.5,4.166666666666667
976,threat,-186,63,90,51,97,90.2,3,1.6666666666666667
976,prosocial,62,47,94,50,97,90.2,3,1.6666666666666667
977,threat,-52,17,100,0,100,75.6,4,2.6666666666666665
977,prosocial,66,27,100,0,100,75.6,4,2.6666666666666665
978,threat,-4,171,80,31,80,79,2.6666666666666665,4.333333333333333
978,prosocial,87,165,80,53,80,79,2.6666666666666665,4.333333333333333
979,threat,-117,42,81,18,94,87.4,2.6666666666666665,3.5
979,prosocial,85,20,87,72,94,87.4,2.6666666666666665,3.5
980,threat,57,-232,100,0,100,100,3.1666666666666665,3.1666666666666665
980,prosocial,246,-240,100,0,100,100,3.1666666666666665,3.1666666666666665
981,threat,-199,221,86,87,88,69.4,2.6666666666666665,2.6666666666666665
981,prosocial,92,78,89,86,88,69.4,2.6666666666666665,2.6666666666666665
982,threat,-137,234,97,0,95,96,2,5
982,prosocial,153,71,100,0,95,96,2,5
983,threat,-147,154,100,20,90,90,1.8333333333333333,2
983,prosocial,71,125,100,20,90,90,1.8333333333333333,2
984,threat,-190,170,100,0,100,96,3.1666666666666665,2.1666666666666665
984,prosocial,225,66,100,0,100,96,3.1666666666666665,2.1666666666666665
985,threat,-240,211,100,100,92,97,4.166666666666667,2.1666666666666665
985,prosocial,231,120,100,100,92,97,4.166666666666667,2.1666666666666665
986,threat,-218,-3,100,96,98,95.4,3.6666666666666665,2.8333333333333335
986,prosocial,115,6,100,83,98,95.4,3.6666666666666665,2.8333333333333335
987,threat,-242,-6,70,0,30,60,2,4.5
987,prosocial,244,1,70,20,30,60,2,4.5
988,threat,2,1,100,0,35,67,4,1
988,prosocial,28,0,100,0,35,67,4,1
989,threat,-244,243,100,0,95,96.6,3.1666666666666665,3.6666666666666665
989,prosocial,242,243,100,0,95,96.6,3.1666666666666665,3.6666666666666665
990,threat,-166,-216,86,0,0,24.8,4.333333333333333,2
990,prosocial,59,-92,91,0,0,24.8,4.333333333333333,2
991,threat,-198,164,89,96,91,85.6,2.8333333333333335,3.6666666666666665
991,prosocial,172,42,80,87,91,85.6,2.8333333333333335,3.6666666666666665
992,threat,0,213,100,0,90,98,3.6666666666666665,1.6666666666666667
992,prosocial,241,1,100,100,90,98,3.6666666666666665,1.6666666666666667
993,threat,-238,170,100,0,100,100,2.5,1
993,prosocial,216,57,100,0,100,100,2.5,1
994,threat,-191,198,100,0,95,93,3.1666666666666665,4
994,prosocial,95,1,100,0,95,93,3.1666666666666665,4
995,threat,-216,195,100,0,100,96,1.5,3.6666666666666665
995,prosocial,193,101,100,0,100,96,1.5,3.6666666666666665
996,threat,-198,-211,100,16,100,58.2,1.6666666666666667,3.6666666666666665
996,prosocial,138,117,100,0,100,58.2,1.6666666666666667,3.6666666666666665
997,threat,-237,-237,100,0,100,100,3.1666666666666665,3
997,prosocial,238,-2,100,0,100,100,3.1666666666666665,3
998,threat,-181,-209,95,99,95,85,2.6666666666666665,2.5
998,prosocial,210,-214,97,68,95,85,2.6666666666666665,2.5
999,threat,-130,-77,100,0,100,100,2,2.3333333333333335
999,prosocial,-60,17,100,0,100,100,2,2.3333333333333335
1000,threat,-233,-223,100,0,100,100,2.5,3
1000,prosocial,24,40,100,0,100,100,2.5,3
